source_row	gene_id	gene_symbol	feature_type
35575	KDM6A	KDM6A	Gene Expression
28349	KDM6B	KDM6B	Gene Expression
14367	KDM7A	KDM7A	Gene Expression
14368	KDM7A-DT	KDM7A-DT	Gene Expression
27043	KDM8	KDM8	Gene Expression
8333	KDR	KDR	Gene Expression
30676	KDSR	KDSR	Gene Expression
31281	KEAP1	KEAP1	Gene Expression
14491	KEL	KEL	Gene Expression
22262	KERA	KERA	Gene Expression
31007	KF456478.1	KF456478.1	Gene Expression
19626	KF459542.1	KF459542.1	Gene Expression
12187	KHDC1	KHDC1	Gene Expression
12186	KHDC1L	KHDC1L	Gene Expression
12190	KHDC3L	KHDC3L	Gene Expression
2166	KHDC4	KHDC4	Gene Expression
712	KHDRBS1	KHDRBS1	Gene Expression
12140	KHDRBS2	KHDRBS2	Gene Expression
12139	KHDRBS2-OT	KHDRBS2-OT	Gene Expression
16025	KHDRBS3	KHDRBS3	Gene Expression
3728	KHK	KHK	Gene Expression
24018	KHNYN	KHNYN	Gene Expression
31127	KHSRP	KHSRP	Gene Expression
2514	KIAA0040	KIAA0040	Gene Expression
13291	KIAA0087	KIAA0087	Gene Expression
28701	KIAA0100	KIAA0100	Gene Expression
7971	KIAA0232	KIAA0232	Gene Expression
11439	KIAA0319	KIAA0319	Gene Expression
778	KIAA0319L	KIAA0319L	Gene Expression
31822	KIAA0355	KIAA0355	Gene Expression
12555	KIAA0408	KIAA0408	Gene Expression
27922	KIAA0513	KIAA0513	Gene Expression
27052	KIAA0556	KIAA0556	Gene Expression
24332	KIAA0586	KIAA0586	Gene Expression
28276	KIAA0753	KIAA0753	Gene Expression
10185	KIAA0825	KIAA0825	Gene Expression
13415	KIAA0895	KIAA0895	Gene Expression
27585	KIAA0895L	KIAA0895L	Gene Expression
35180	KIAA0930	KIAA0930	Gene Expression
8851	KIAA1109	KIAA1109	Gene Expression
6352	KIAA1143	KIAA1143	Gene Expression
11053	KIAA1191	KIAA1191	Gene Expression
36085	KIAA1210	KIAA1210	Gene Expression
8348	KIAA1211	KIAA1211	Gene Expression
4545	KIAA1211L	KIAA1211L	Gene Expression
17779	KIAA1217	KIAA1217	Gene Expression
7117	KIAA1257	KIAA1257	Gene Expression
1608	KIAA1324	KIAA1324	Gene Expression
13810	KIAA1324L	KIAA1324L	Gene Expression
30461	KIAA1328	KIAA1328	Gene Expression
738	KIAA1522	KIAA1522	Gene Expression
14354	KIAA1549	KIAA1549	Gene Expression
19465	KIAA1549L	KIAA1549L	Gene Expression
12125	KIAA1586	KIAA1586	Gene Expression
2568	KIAA1614	KIAA1614	Gene Expression
2570	KIAA1614-AS1	KIAA1614-AS1	Gene Expression
34724	KIAA1671	KIAA1671	Gene Expression
33402	KIAA1755	KIAA1755	Gene Expression
4051	KIAA1841	KIAA1841	Gene Expression
17036	KIAA1958	KIAA1958	Gene Expression
5431	KIAA2012	KIAA2012	Gene Expression
5432	KIAA2012-AS1	KIAA2012-AS1	Gene Expression
291	KIAA2013	KIAA2013	Gene Expression
16262	KIAA2026	KIAA2026	Gene Expression
3515	KIDINS220	KIDINS220	Gene Expression
18414	KIF11	KIF11	Gene Expression
17064	KIF12	KIF12	Gene Expression
11398	KIF13A	KIF13A	Gene Expression
15091	KIF13B	KIF13B	Gene Expression
2720	KIF14	KIF14	Gene Expression
6353	KIF15	KIF15	Gene Expression
33082	KIF16B	KIF16B	Gene Expression
472	KIF17	KIF17	Gene Expression
19419	KIF18A	KIF18A	Gene Expression
29252	KIF18B	KIF18B	Gene Expression
29753	KIF19	KIF19	Gene Expression
5907	KIF1A	KIF1A	Gene Expression
248	KIF1B	KIF1B	Gene Expression
18122	KIF1BP	KIF1BP	Gene Expression
28244	KIF1C	KIF1C	Gene Expression
10550	KIF20A	KIF20A	Gene Expression
18386	KIF20B	KIF20B	Gene Expression
21523	KIF21A	KIF21A	Gene Expression
2726	KIF21B	KIF21B	Gene Expression
27109	KIF22	KIF22	Gene Expression
25903	KIF23	KIF23	Gene Expression
16463	KIF24	KIF24	Gene Expression
12961	KIF25	KIF25	Gene Expression
12960	KIF25-AS1	KIF25-AS1	Gene Expression
24942	KIF26A	KIF26A	Gene Expression
3326	KIF26B	KIF26B	Gene Expression
3327	KIF26B-AS1	KIF26B-AS1	Gene Expression
16750	KIF27	KIF27	Gene Expression
9896	KIF2A	KIF2A	Gene Expression
29470	KIF2B	KIF2B	Gene Expression
974	KIF2C	KIF2C	Gene Expression
10460	KIF3A	KIF3A	Gene Expression
33274	KIF3B	KIF3B	Gene Expression
3700	KIF3C	KIF3C	Gene Expression
35810	KIF4A	KIF4A	Gene Expression
10858	KIF4B	KIF4B	Gene Expression
21968	KIF5A	KIF5A	Gene Expression
17845	KIF5B	KIF5B	Gene Expression
4982	KIF5C	KIF5C	Gene Expression
11899	KIF6	KIF6	Gene Expression
26239	KIF7	KIF7	Gene Expression
6397	KIF9	KIF9	Gene Expression
6396	KIF9-AS1	KIF9-AS1	Gene Expression
2453	KIFAP3	KIFAP3	Gene Expression
11797	KIFC1	KIFC1	Gene Expression
16170	KIFC2	KIFC2	Gene Expression
27495	KIFC3	KIFC3	Gene Expression
17628	KIN	KIN	Gene Expression
32688	KIR2DL1	KIR2DL1	Gene Expression
32687	KIR2DL3	KIR2DL3	Gene Expression
32689	KIR2DL4	KIR2DL4	Gene Expression
32690	KIR3DL1	KIR3DL1	Gene Expression
32691	KIR3DL2	KIR3DL2	Gene Expression
32686	KIR3DL3	KIR3DL3	Gene Expression
2232	KIRREL1	KIRREL1	Gene Expression
2233	KIRREL1-IT1	KIRREL1-IT1	Gene Expression
31904	KIRREL2	KIRREL2	Gene Expression
20893	KIRREL3	KIRREL3	Gene Expression
20894	KIRREL3-AS1	KIRREL3-AS1	Gene Expression
20897	KIRREL3-AS2	KIRREL3-AS2	Gene Expression
20899	KIRREL3-AS3	KIRREL3-AS3	Gene Expression
2800	KISS1	KISS1	Gene Expression
30896	KISS1R	KISS1R	Gene Expression
8328	KIT	KIT	Gene Expression
22236	KITLG	KITLG	Gene Expression
33139	KIZ	KIZ	Gene Expression
33141	KIZ-AS1	KIZ-AS1	Gene Expression
23070	KL	KL	Gene Expression
8207	KLB	KLB	Gene Expression
24924	KLC1	KLC1	Gene Expression
20047	KLC2	KLC2	Gene Expression
32259	KLC3	KLC3	Gene Expression
11969	KLC4	KLC4	Gene Expression
31385	KLF1	KLF1	Gene Expression
15775	KLF10	KLF10	Gene Expression
3539	KLF11	KLF11	Gene Expression
23350	KLF12	KLF12	Gene Expression
25309	KLF13	KLF13	Gene Expression
14288	KLF14	KLF14	Gene Expression
7072	KLF15	KLF15	Gene Expression
30949	KLF16	KLF16	Gene Expression
966	KLF17	KLF17	Gene Expression
967	KLF18	KLF18	Gene Expression
31505	KLF2	KLF2	Gene Expression
8196	KLF3	KLF3	Gene Expression
8194	KLF3-AS1	KLF3-AS1	Gene Expression
17000	KLF4	KLF4	Gene Expression
23347	KLF5	KLF5	Gene Expression
17563	KLF6	KLF6	Gene Expression
5480	KLF7	KLF7	Gene Expression
5481	KLF7-IT1	KLF7-IT1	Gene Expression
35755	KLF8	KLF8	Gene Expression
16676	KLF9	KLF9	Gene Expression
24200	KLHDC1	KLHDC1	Gene Expression
14269	KLHDC10	KLHDC10	Gene Expression
24202	KLHDC2	KLHDC2	Gene Expression
11965	KLHDC3	KLHDC3	Gene Expression
27991	KLHDC4	KLHDC4	Gene Expression
426	KLHDC7A	KLHDC7A	Gene Expression
35287	KLHDC7B	KLHDC7B	Gene Expression
2822	KLHDC8A	KLHDC8A	Gene Expression
6451	KLHDC8B	KLHDC8B	Gene Expression
2320	KLHDC9	KLHDC9	Gene Expression
23338	KLHL1	KLHL1	Gene Expression
29121	KLHL10	KLHL10	Gene Expression
29123	KLHL11	KLHL11	Gene Expression
2769	KLHL12	KLHL12	Gene Expression
36077	KLHL13	KLHL13	Gene Expression
30422	KLHL14	KLHL14	Gene Expression
35468	KLHL15	KLHL15	Gene Expression
26	KLHL17	KLHL17	Gene Expression
6398	KLHL18	KLHL18	Gene Expression
9169	KLHL2	KLHL2	Gene Expression
2495	KLHL20	KLHL20	Gene Expression
188	KLHL21	KLHL21	Gene Expression
34528	KLHL22	KLHL22	Gene Expression
5129	KLHL23	KLHL23	Gene Expression
7616	KLHL24	KLHL24	Gene Expression
26201	KLHL25	KLHL25	Gene Expression
31611	KLHL26	KLHL26	Gene Expression
24172	KLHL28	KLHL28	Gene Expression
3666	KLHL29	KLHL29	Gene Expression
10538	KLHL3	KLHL3	Gene Expression
5857	KLHL30	KLHL30	Gene Expression
12102	KLHL31	KLHL31	Gene Expression
12341	KLHL32	KLHL32	Gene Expression
23733	KLHL33	KLHL33	Gene Expression
35449	KLHL34	KLHL34	Gene Expression
20290	KLHL35	KLHL35	Gene Expression
27914	KLHL36	KLHL36	Gene Expression
15918	KLHL38	KLHL38	Gene Expression
35910	KLHL4	KLHL4	Gene Expression
6310	KLHL40	KLHL40	Gene Expression
5124	KLHL41	KLHL41	Gene Expression
21446	KLHL42	KLHL42	Gene Expression
8202	KLHL5	KLHL5	Gene Expression
7614	KLHL6	KLHL6	Gene Expression
7615	KLHL6-AS1	KLHL6-AS1	Gene Expression
13252	KLHL7	KLHL7	Gene Expression
13251	KLHL7-DT	KLHL7-DT	Gene Expression
8594	KLHL8	KLHL8	Gene Expression
16358	KLHL9	KLHL9	Gene Expression
32511	KLK1	KLK1	Gene Expression
32524	KLK10	KLK10	Gene Expression
32526	KLK11	KLK11	Gene Expression
32527	KLK12	KLK12	Gene Expression
32530	KLK13	KLK13	Gene Expression
32531	KLK14	KLK14	Gene Expression
32512	KLK15	KLK15	Gene Expression
32515	KLK2	KLK2	Gene Expression
32514	KLK3	KLK3	Gene Expression
32516	KLK4	KLK4	Gene Expression
32517	KLK5	KLK5	Gene Expression
32519	KLK6	KLK6	Gene Expression
32521	KLK7	KLK7	Gene Expression
32522	KLK8	KLK8	Gene Expression
32523	KLK9	KLK9	Gene Expression
9338	KLKB1	KLKB1	Gene Expression
18355	KLLN	KLLN	Gene Expression
21203	KLRB1	KLRB1	Gene Expression
21236	KLRC1	KLRC1	Gene Expression
21235	KLRC2	KLRC2	Gene Expression
21234	KLRC3	KLRC3	Gene Expression
21233	KLRC4	KLRC4	Gene Expression
21228	KLRD1	KLRD1	Gene Expression
21210	KLRF1	KLRF1	Gene Expression
21213	KLRF2	KLRF2	Gene Expression
21191	KLRG1	KLRG1	Gene Expression
14362	KLRG2	KLRG2	Gene Expression
21232	KLRK1	KLRK1	Gene Expression
3287	KMO	KMO	Gene Expression
20714	KMT2A	KMT2A	Gene Expression
31891	KMT2B	KMT2B	Gene Expression
14627	KMT2C	KMT2C	Gene Expression
21652	KMT2D	KMT2D	Gene Expression
14062	KMT2E	KMT2E	Gene Expression
14061	KMT2E-AS1	KMT2E-AS1	Gene Expression
22732	KMT5A	KMT5A	Gene Expression
20132	KMT5B	KMT5B	Gene Expression
32718	KMT5C	KMT5C	Gene Expression
1018	KNCN	KNCN	Gene Expression
18884	KNDC1	KNDC1	Gene Expression
7679	KNG1	KNG1	Gene Expression
25430	KNL1	KNL1	Gene Expression
26929	KNOP1	KNOP1	Gene Expression
25421	KNSTRN	KNSTRN	Gene Expression
22710	KNTC1	KNTC1	Gene Expression
7021	KPNA1	KPNA1	Gene Expression
29675	KPNA2	KPNA2	Gene Expression
23237	KPNA3	KPNA3	Gene Expression
7449	KPNA4	KPNA4	Gene Expression
12496	KPNA5	KPNA5	Gene Expression
715	KPNA6	KPNA6	Gene Expression
13918	KPNA7	KPNA7	Gene Expression
29315	KPNB1	KPNB1	Gene Expression
2031	KPRP	KPRP	Gene Expression
32342	KPTN	KPTN	Gene Expression
21402	KRAS	KRAS	Gene Expression
14560	KRBA1	KRBA1	Gene Expression
28381	KRBA2	KRBA2	Gene Expression
6321	KRBOX1	KRBOX1	Gene Expression
6324	KRBOX1-AS1	KRBOX1-AS1	Gene Expression
35585	KRBOX4	KRBOX4	Gene Expression
4367	KRCC1	KRCC1	Gene Expression
34798	KREMEN1	KREMEN1	Gene Expression
26636	KREMEN2	KREMEN2	Gene Expression
31285	KRI1	KRI1	Gene Expression
13854	KRIT1	KRIT1	Gene Expression
22157	KRR1	KRR1	Gene Expression
21765	KRT1	KRT1	Gene Expression
29051	KRT10	KRT10	Gene Expression
29054	KRT12	KRT12	Gene Expression
29105	KRT13	KRT13	Gene Expression
29111	KRT14	KRT14	Gene Expression
29107	KRT15	KRT15	Gene Expression
29112	KRT16	KRT16	Gene Expression
29113	KRT17	KRT17	Gene Expression
21774	KRT18	KRT18	Gene Expression
29108	KRT19	KRT19	Gene Expression
21764	KRT2	KRT2	Gene Expression
29055	KRT20	KRT20	Gene Expression
29044	KRT222	KRT222	Gene Expression
29057	KRT23	KRT23	Gene Expression
29045	KRT24	KRT24	Gene Expression
29046	KRT25	KRT25	Gene Expression
29047	KRT26	KRT26	Gene Expression
29048	KRT27	KRT27	Gene Expression
29049	KRT28	KRT28	Gene Expression
21769	KRT3	KRT3	Gene Expression
29098	KRT31	KRT31	Gene Expression
29102	KRT32	KRT32	Gene Expression
29095	KRT33A	KRT33A	Gene Expression
29096	KRT33B	KRT33B	Gene Expression
29097	KRT34	KRT34	Gene Expression
29103	KRT35	KRT35	Gene Expression
29104	KRT36	KRT36	Gene Expression
29100	KRT37	KRT37	Gene Expression
29101	KRT38	KRT38	Gene Expression
29058	KRT39	KRT39	Gene Expression
21770	KRT4	KRT4	Gene Expression
29059	KRT40	KRT40	Gene Expression
21758	KRT5	KRT5	Gene Expression
21757	KRT6A	KRT6A	Gene Expression
21755	KRT6B	KRT6B	Gene Expression
21756	KRT6C	KRT6C	Gene Expression
21741	KRT7	KRT7	Gene Expression
21742	KRT7-AS	KRT7-AS	Gene Expression
21759	KRT71	KRT71	Gene Expression
21761	KRT72	KRT72	Gene Expression
21763	KRT73	KRT73	Gene Expression
21762	KRT73-AS1	KRT73-AS1	Gene Expression
21760	KRT74	KRT74	Gene Expression
21754	KRT75	KRT75	Gene Expression
21768	KRT76	KRT76	Gene Expression
21766	KRT77	KRT77	Gene Expression
21772	KRT78	KRT78	Gene Expression
21771	KRT79	KRT79	Gene Expression
21773	KRT8	KRT8	Gene Expression
21739	KRT80	KRT80	Gene Expression
21745	KRT81	KRT81	Gene Expression
21752	KRT82	KRT82	Gene Expression
21748	KRT83	KRT83	Gene Expression
21750	KRT84	KRT84	Gene Expression
21749	KRT85	KRT85	Gene Expression
21743	KRT86	KRT86	Gene Expression
29110	KRT9	KRT9	Gene Expression
29066	KRTAP1-1	KRTAP1-1	Gene Expression
29065	KRTAP1-3	KRTAP1-3	Gene Expression
29064	KRTAP1-4	KRTAP1-4	Gene Expression
29063	KRTAP1-5	KRTAP1-5	Gene Expression
34321	KRTAP10-1	KRTAP10-1	Gene Expression
34330	KRTAP10-10	KRTAP10-10	Gene Expression
34331	KRTAP10-11	KRTAP10-11	Gene Expression
34336	KRTAP10-12	KRTAP10-12	Gene Expression
34322	KRTAP10-2	KRTAP10-2	Gene Expression
34323	KRTAP10-3	KRTAP10-3	Gene Expression
34324	KRTAP10-4	KRTAP10-4	Gene Expression
34325	KRTAP10-5	KRTAP10-5	Gene Expression
34326	KRTAP10-6	KRTAP10-6	Gene Expression
34327	KRTAP10-7	KRTAP10-7	Gene Expression
34328	KRTAP10-8	KRTAP10-8	Gene Expression
34329	KRTAP10-9	KRTAP10-9	Gene Expression
34069	KRTAP11-1	KRTAP11-1	Gene Expression
34335	KRTAP12-1	KRTAP12-1	Gene Expression
34334	KRTAP12-2	KRTAP12-2	Gene Expression
34333	KRTAP12-3	KRTAP12-3	Gene Expression
34332	KRTAP12-4	KRTAP12-4	Gene Expression
34044	KRTAP13-1	KRTAP13-1	Gene Expression
34043	KRTAP13-2	KRTAP13-2	Gene Expression
34045	KRTAP13-3	KRTAP13-3	Gene Expression
34046	KRTAP13-4	KRTAP13-4	Gene Expression
34047	KRTAP15-1	KRTAP15-1	Gene Expression
29093	KRTAP16-1	KRTAP16-1	Gene Expression
29094	KRTAP17-1	KRTAP17-1	Gene Expression
34048	KRTAP19-1	KRTAP19-1	Gene Expression
34049	KRTAP19-2	KRTAP19-2	Gene Expression
34050	KRTAP19-3	KRTAP19-3	Gene Expression
34051	KRTAP19-4	KRTAP19-4	Gene Expression
34052	KRTAP19-5	KRTAP19-5	Gene Expression
34053	KRTAP19-6	KRTAP19-6	Gene Expression
34054	KRTAP19-7	KRTAP19-7	Gene Expression
34070	KRTAP19-8	KRTAP19-8	Gene Expression
29067	KRTAP2-1	KRTAP2-1	Gene Expression
29068	KRTAP2-2	KRTAP2-2	Gene Expression
29069	KRTAP2-3	KRTAP2-3	Gene Expression
29070	KRTAP2-4	KRTAP2-4	Gene Expression
34060	KRTAP20-1	KRTAP20-1	Gene Expression
34062	KRTAP20-2	KRTAP20-2	Gene Expression
34063	KRTAP20-3	KRTAP20-3	Gene Expression
34061	KRTAP20-4	KRTAP20-4	Gene Expression
34066	KRTAP21-1	KRTAP21-1	Gene Expression
34065	KRTAP21-2	KRTAP21-2	Gene Expression
34064	KRTAP21-3	KRTAP21-3	Gene Expression
34058	KRTAP22-1	KRTAP22-1	Gene Expression
34055	KRTAP22-2	KRTAP22-2	Gene Expression
34042	KRTAP23-1	KRTAP23-1	Gene Expression
34038	KRTAP24-1	KRTAP24-1	Gene Expression
34039	KRTAP25-1	KRTAP25-1	Gene Expression
34040	KRTAP26-1	KRTAP26-1	Gene Expression
34041	KRTAP27-1	KRTAP27-1	Gene Expression
29092	KRTAP29-1	KRTAP29-1	Gene Expression
29062	KRTAP3-1	KRTAP3-1	Gene Expression
29061	KRTAP3-2	KRTAP3-2	Gene Expression
29060	KRTAP3-3	KRTAP3-3	Gene Expression
29083	KRTAP4-1	KRTAP4-1	Gene Expression
29076	KRTAP4-11	KRTAP4-11	Gene Expression
29077	KRTAP4-12	KRTAP4-12	Gene Expression
29074	KRTAP4-16	KRTAP4-16	Gene Expression
29082	KRTAP4-2	KRTAP4-2	Gene Expression
29081	KRTAP4-3	KRTAP4-3	Gene Expression
29080	KRTAP4-4	KRTAP4-4	Gene Expression
29079	KRTAP4-5	KRTAP4-5	Gene Expression
29078	KRTAP4-6	KRTAP4-6	Gene Expression
29071	KRTAP4-7	KRTAP4-7	Gene Expression
29073	KRTAP4-8	KRTAP4-8	Gene Expression
29075	KRTAP4-9	KRTAP4-9	Gene Expression
18993	KRTAP5-1	KRTAP5-1	Gene Expression
20198	KRTAP5-10	KRTAP5-10	Gene Expression
20199	KRTAP5-11	KRTAP5-11	Gene Expression
18994	KRTAP5-2	KRTAP5-2	Gene Expression
18995	KRTAP5-3	KRTAP5-3	Gene Expression
18996	KRTAP5-4	KRTAP5-4	Gene Expression
18997	KRTAP5-5	KRTAP5-5	Gene Expression
19002	KRTAP5-6	KRTAP5-6	Gene Expression
20194	KRTAP5-7	KRTAP5-7	Gene Expression
20195	KRTAP5-8	KRTAP5-8	Gene Expression
20196	KRTAP5-9	KRTAP5-9	Gene Expression
18992	KRTAP5-AS1	KRTAP5-AS1	Gene Expression
34059	KRTAP6-1	KRTAP6-1	Gene Expression
34057	KRTAP6-2	KRTAP6-2	Gene Expression
34056	KRTAP6-3	KRTAP6-3	Gene Expression
34068	KRTAP7-1	KRTAP7-1	Gene Expression
34067	KRTAP8-1	KRTAP8-1	Gene Expression
29084	KRTAP9-1	KRTAP9-1	Gene Expression
29085	KRTAP9-2	KRTAP9-2	Gene Expression
29086	KRTAP9-3	KRTAP9-3	Gene Expression
29088	KRTAP9-4	KRTAP9-4	Gene Expression
29090	KRTAP9-6	KRTAP9-6	Gene Expression
29091	KRTAP9-7	KRTAP9-7	Gene Expression
29087	KRTAP9-8	KRTAP9-8	Gene Expression
29089	KRTAP9-9	KRTAP9-9	Gene Expression
2138	KRTCAP2	KRTCAP2	Gene Expression
3750	KRTCAP3	KRTCAP3	Gene Expression
31873	KRTDAP	KRTDAP	Gene Expression
28661	KSR1	KSR1	Gene Expression
22598	KSR2	KSR2	Gene Expression
1083	KTI12	KTI12	Gene Expression
24293	KTN1	KTN1	Gene Expression
24292	KTN1-AS1	KTN1-AS1	Gene Expression
31604	KXD1	KXD1	Gene Expression
7188	KY	KY	Gene Expression
17270	KYAT1	KYAT1	Gene Expression
1430	KYAT3	KYAT3	Gene Expression
4949	KYNU	KYNU	Gene Expression
36381	L1CAM	L1CAM	Gene Expression
1209	L1TD1	L1TD1	Gene Expression
36290	L29074.1	L29074.1	Gene Expression
24210	L2HGDH	L2HGDH	Gene Expression
32183	L34079.2	L34079.2	Gene Expression
32184	L34079.3	L34079.3	Gene Expression
24337	L3HYPDH	L3HYPDH	Gene Expression
33450	L3MBTL1	L3MBTL1	Gene Expression
35089	L3MBTL2	L3MBTL2	Gene Expression
12568	L3MBTL3	L3MBTL3	Gene Expression
30156	L3MBTL4	L3MBTL4	Gene Expression
30158	L3MBTL4-AS1	L3MBTL4-AS1	Gene Expression
23160	LACC1	LACC1	Gene Expression
21852	LACRT	LACRT	Gene Expression
25795	LACTB	LACTB	Gene Expression
15475	LACTB2	LACTB2	Gene Expression
15474	LACTB2-AS1	LACTB2-AS1	Gene Expression
506	LACTBL1	LACTBL1	Gene Expression
2736	LAD1	LAD1	Gene Expression
21117	LAG3	LAG3	Gene Expression
36411	LAGE3	LAGE3	Gene Expression
32669	LAIR1	LAIR1	Gene Expression
32679	LAIR2	LAIR2	Gene Expression
21633	LALBA	LALBA	Gene Expression
30168	LAMA1	LAMA1	Gene Expression
12563	LAMA2	LAMA2	Gene Expression
30336	LAMA3	LAMA3	Gene Expression
12455	LAMA4	LAMA4	Gene Expression
33746	LAMA5	LAMA5	Gene Expression
33747	LAMA5-AS1	LAMA5-AS1	Gene Expression
14097	LAMB1	LAMB1	Gene Expression
6449	LAMB2	LAMB2	Gene Expression
2898	LAMB3	LAMB3	Gene Expression
14099	LAMB4	LAMB4	Gene Expression
2598	LAMC1	LAMC1	Gene Expression
2599	LAMC1-AS1	LAMC1-AS1	Gene Expression
2600	LAMC2	LAMC2	Gene Expression
17325	LAMC3	LAMC3	Gene Expression
23659	LAMP1	LAMP1	Gene Expression
36113	LAMP2	LAMP2	Gene Expression
7611	LAMP3	LAMP3	Gene Expression
33028	LAMP5	LAMP5	Gene Expression
33027	LAMP5-AS1	LAMP5-AS1	Gene Expression
20213	LAMTOR1	LAMTOR1	Gene Expression
2174	LAMTOR2	LAMTOR2	Gene Expression
8686	LAMTOR3	LAMTOR3	Gene Expression
13957	LAMTOR4	LAMTOR4	Gene Expression
1654	LAMTOR5	LAMTOR5	Gene Expression
1651	LAMTOR5-AS1	LAMTOR5-AS1	Gene Expression
5520	LANCL1	LANCL1	Gene Expression
5519	LANCL1-AS1	LANCL1-AS1	Gene Expression
13600	LANCL2	LANCL2	Gene Expression
35521	LANCL3	LANCL3	Gene Expression
8087	LAP3	LAP3	Gene Expression
3634	LAPTM4A	LAPTM4A	Gene Expression
3635	LAPTM4A-DT	LAPTM4A-DT	Gene Expression
15715	LAPTM4B	LAPTM4B	Gene Expression
684	LAPTM5	LAPTM5	Gene Expression
34911	LARGE-AS1	LARGE-AS1	Gene Expression
34910	LARGE-IT1	LARGE-IT1	Gene Expression
34907	LARGE1	LARGE1	Gene Expression
19582	LARGE2	LARGE2	Gene Expression
10853	LARP1	LARP1	Gene Expression
8888	LARP1B	LARP1B	Gene Expression
21700	LARP4	LARP4	Gene Expression
17524	LARP4B	LARP4B	Gene Expression
25921	LARP6	LARP6	Gene Expression
8793	LARP7	LARP7	Gene Expression
10735	LARS	LARS	Gene Expression
6362	LARS2	LARS2	Gene Expression
6363	LARS2-AS1	LARS2-AS1	Gene Expression
35780	LAS1L	LAS1L	Gene Expression
28985	LASP1	LASP1	Gene Expression
27092	LAT	LAT	Gene Expression
13727	LAT2	LAT2	Gene Expression
12760	LATS1	LATS1	Gene Expression
22938	LATS2	LATS2	Gene Expression
22939	LATS2-AS1	LATS2-AS1	Gene Expression
2788	LAX1	LAX1	Gene Expression
20594	LAYN	LAYN	Gene Expression
3788	LBH	LBH	Gene Expression
19874	LBHD1	LBHD1	Gene Expression
24909	LBHD2	LBHD2	Gene Expression
33408	LBP	LBP	Gene Expression
3067	LBR	LBR	Gene Expression
18546	LBX1	LBX1	Gene Expression
18547	LBX1-AS1	LBX1-AS1	Gene Expression
4243	LBX2	LBX2	Gene Expression
4245	LBX2-AS1	LBX2-AS1	Gene Expression
12229	LCA5	LCA5	Gene Expression
34208	LCA5L	LCA5L	Gene Expression
12227	LCAL1	LCAL1	Gene Expression
27629	LCAT	LCAT	Gene Expression
2037	LCE1A	LCE1A	Gene Expression
2036	LCE1B	LCE1B	Gene Expression
2035	LCE1C	LCE1C	Gene Expression
2034	LCE1D	LCE1D	Gene Expression
2033	LCE1E	LCE1E	Gene Expression
2032	LCE1F	LCE1F	Gene Expression
2028	LCE2A	LCE2A	Gene Expression
2027	LCE2B	LCE2B	Gene Expression
2026	LCE2C	LCE2C	Gene Expression
2025	LCE2D	LCE2D	Gene Expression
2024	LCE3A	LCE3A	Gene Expression
2023	LCE3B	LCE3B	Gene Expression
2022	LCE3C	LCE3C	Gene Expression
2021	LCE3D	LCE3D	Gene Expression
2020	LCE3E	LCE3E	Gene Expression
2029	LCE4A	LCE4A	Gene Expression
2018	LCE5A	LCE5A	Gene Expression
2038	LCE6A	LCE6A	Gene Expression
725	LCK	LCK	Gene Expression
3791	LCLAT1	LCLAT1	Gene Expression
27027	LCMT1	LCMT1	Gene Expression
27025	LCMT1-AS1	LCMT1-AS1	Gene Expression
27028	LCMT1-AS2	LCMT1-AS2	Gene Expression
25509	LCMT2	LCMT2	Gene Expression
17406	LCN1	LCN1	Gene Expression
17445	LCN10	LCN10	Gene Expression
17461	LCN12	LCN12	Gene Expression
17448	LCN15	LCN15	Gene Expression
17238	LCN2	LCN2	Gene Expression
17446	LCN6	LCN6	Gene Expression
17447	LCN8	LCN8	Gene Expression
17412	LCN9	LCN9	Gene Expression
17464	LCNL1	LCNL1	Gene Expression
18466	LCOR	LCOR	Gene Expression
8093	LCORL	LCORL	Gene Expression
23195	LCP1	LCP1	Gene Expression
10972	LCP2	LCP2	Gene Expression
4924	LCT	LCT	Gene Expression
25862	LCTL	LCTL	Gene Expression
3647	LDAH	LDAH	Gene Expression
18564	LDB1	LDB1	Gene Expression
8081	LDB2	LDB2	Gene Expression
18329	LDB3	LDB3	Gene Expression
19342	LDHA	LDHA	Gene Expression
19345	LDHAL6A	LDHAL6A	Gene Expression
25744	LDHAL6B	LDHAL6B	Gene Expression
21368	LDHB	LDHB	Gene Expression
19344	LDHC	LDHC	Gene Expression
27773	LDHD	LDHD	Gene Expression
31300	LDLR	LDLR	Gene Expression
1128	LDLRAD1	LDLRAD1	Gene Expression
487	LDLRAD2	LDLRAD2	Gene Expression
19503	LDLRAD3	LDLRAD3	Gene Expression
30268	LDLRAD4	LDLRAD4	Gene Expression
30272	LDLRAD4-AS1	LDLRAD4-AS1	Gene Expression
569	LDLRAP1	LDLRAP1	Gene Expression
36264	LDOC1	LDOC1	Gene Expression
10468	LEAP2	LEAP2	Gene Expression
10526	LECT2	LECT2	Gene Expression
8753	LEF1	LEF1	Gene Expression
8754	LEF1-AS1	LEF1-AS1	Gene Expression
3077	LEFTY1	LEFTY1	Gene Expression
3080	LEFTY2	LEFTY2	Gene Expression
7410	LEKR1	LEKR1	Gene Expression
2055	LELP1	LELP1	Gene Expression
2824	LEMD1	LEMD1	Gene Expression
2823	LEMD1-AS1	LEMD1-AS1	Gene Expression
2826	LEMD1-DT	LEMD1-DT	Gene Expression
11808	LEMD2	LEMD2	Gene Expression
