source_row	gene_id	gene_symbol	feature_type
20101	PPP1CA	PPP1CA	Gene Expression
3773	PPP1CB	PPP1CB	Gene Expression
22500	PPP1CC	PPP1CC	Gene Expression
11635	PPP1R10	PPP1R10	Gene Expression
11617	PPP1R11	PPP1R11	Gene Expression
22192	PPP1R12A	PPP1R12A	Gene Expression
22195	PPP1R12A-AS1	PPP1R12A-AS1	Gene Expression
2761	PPP1R12B	PPP1R12B	Gene Expression
32701	PPP1R12C	PPP1R12C	Gene Expression
24933	PPP1R13B	PPP1R13B	Gene Expression
32261	PPP1R13L	PPP1R13L	Gene Expression
31989	PPP1R14A	PPP1R14A	Gene Expression
19937	PPP1R14B	PPP1R14B	Gene Expression
19938	PPP1R14B-AS1	PPP1R14B-AS1	Gene Expression
12776	PPP1R14C	PPP1R14C	Gene Expression
25439	PPP1R14D	PPP1R14D	Gene Expression
32403	PPP1R15A	PPP1R15A	Gene Expression
2806	PPP1R15B	PPP1R15B	Gene Expression
16172	PPP1R16A	PPP1R16A	Gene Expression
33419	PPP1R16B	PPP1R16B	Gene Expression
13372	PPP1R17	PPP1R17	Gene Expression
11640	PPP1R18	PPP1R18	Gene Expression
21851	PPP1R1A	PPP1R1A	Gene Expression
29006	PPP1R1B	PPP1R1B	Gene Expression
5268	PPP1R1C	PPP1R1C	Gene Expression
7781	PPP1R2	PPP1R2	Gene Expression
3975	PPP1R21	PPP1R21	Gene Expression
17402	PPP1R26	PPP1R26	Gene Expression
17401	PPP1R26-AS1	PPP1R26-AS1	Gene Expression
29995	PPP1R27	PPP1R27	Gene Expression
10863	PPP1R2B	PPP1R2B	Gene Expression
35565	PPP1R2C	PPP1R2C	Gene Expression
19829	PPP1R32	PPP1R32	Gene Expression
13971	PPP1R35	PPP1R35	Gene Expression
24395	PPP1R36	PPP1R36	Gene Expression
32252	PPP1R37	PPP1R37	Gene Expression
14129	PPP1R3A	PPP1R3A	Gene Expression
14823	PPP1R3B	PPP1R3B	Gene Expression
18404	PPP1R3C	PPP1R3C	Gene Expression
33721	PPP1R3D	PPP1R3D	Gene Expression
23951	PPP1R3E	PPP1R3E	Gene Expression
35663	PPP1R3F	PPP1R3F	Gene Expression
11274	PPP1R3G	PPP1R3G	Gene Expression
15448	PPP1R42	PPP1R42	Gene Expression
5918	PPP1R7	PPP1R7	Gene Expression
640	PPP1R8	PPP1R8	Gene Expression
13886	PPP1R9A	PPP1R9A	Gene Expression
29413	PPP1R9B	PPP1R9B	Gene Expression
10487	PPP2CA	PPP2CA	Gene Expression
15122	PPP2CB	PPP2CB	Gene Expression
32588	PPP2R1A	PPP2R1A	Gene Expression
20596	PPP2R1B	PPP2R1B	Gene Expression
15052	PPP2R2A	PPP2R2A	Gene Expression
10744	PPP2R2B	PPP2R2B	Gene Expression
10745	PPP2R2B-IT1	PPP2R2B-IT1	Gene Expression
7961	PPP2R2C	PPP2R2C	Gene Expression
18861	PPP2R2D	PPP2R2D	Gene Expression
7191	PPP2R3A	PPP2R3A	Gene Expression
35304	PPP2R3B	PPP2R3B	Gene Expression
24100	PPP2R3C	PPP2R3C	Gene Expression
2935	PPP2R5A	PPP2R5A	Gene Expression
19970	PPP2R5B	PPP2R5B	Gene Expression
24889	PPP2R5C	PPP2R5C	Gene Expression
11963	PPP2R5D	PPP2R5D	Gene Expression
24377	PPP2R5E	PPP2R5E	Gene Expression
8697	PPP3CA	PPP3CA	Gene Expression
18196	PPP3CB	PPP3CB	Gene Expression
18197	PPP3CB-AS1	PPP3CB-AS1	Gene Expression
14987	PPP3CC	PPP3CC	Gene Expression
4130	PPP3R1	PPP3R1	Gene Expression
16960	PPP3R2	PPP3R2	Gene Expression
27133	PPP4C	PPP4C	Gene Expression
30200	PPP4R1	PPP4R1	Gene Expression
30202	PPP4R1-AS1	PPP4R1-AS1	Gene Expression
6729	PPP4R2	PPP4R2	Gene Expression
24721	PPP4R3A	PPP4R3A	Gene Expression
4019	PPP4R3B	PPP4R3B	Gene Expression
35485	PPP4R3C	PPP4R3C	Gene Expression
24760	PPP4R4	PPP4R4	Gene Expression
32304	PPP5C	PPP5C	Gene Expression
32310	PPP5D1	PPP5D1	Gene Expression
17181	PPP6C	PPP6C	Gene Expression
32712	PPP6R1	PPP6R1	Gene Expression
35275	PPP6R2	PPP6R2	Gene Expression
20136	PPP6R3	PPP6R3	Gene Expression
18565	PPRC1	PPRC1	Gene Expression
871	PPT1	PPT1	Gene Expression
11744	PPT2	PPT2	Gene Expression
22497	PPTC7	PPTC7	Gene Expression
9913	PPWD1	PPWD1	Gene Expression
29210	PPY	PPY	Gene Expression
35642	PQBP1	PQBP1	Gene Expression
29363	PRAC1	PRAC1	Gene Expression
29364	PRAC2	PRAC2	Gene Expression
4201	PRADC1	PRADC1	Gene Expression
35651	PRAF2	PRAF2	Gene Expression
14812	PRAG1	PRAG1	Gene Expression
31208	PRAM1	PRAM1	Gene Expression
34616	PRAME	PRAME	Gene Expression
307	PRAMEF1	PRAMEF1	Gene Expression
313	PRAMEF10	PRAMEF10	Gene Expression
309	PRAMEF11	PRAMEF11	Gene Expression
306	PRAMEF12	PRAMEF12	Gene Expression
324	PRAMEF13	PRAMEF13	Gene Expression
331	PRAMEF14	PRAMEF14	Gene Expression
329	PRAMEF15	PRAMEF15	Gene Expression
333	PRAMEF17	PRAMEF17	Gene Expression
325	PRAMEF18	PRAMEF18	Gene Expression
332	PRAMEF19	PRAMEF19	Gene Expression
311	PRAMEF2	PRAMEF2	Gene Expression
334	PRAMEF20	PRAMEF20	Gene Expression
318	PRAMEF25	PRAMEF25	Gene Expression
321	PRAMEF26	PRAMEF26	Gene Expression
316	PRAMEF27	PRAMEF27	Gene Expression
328	PRAMEF33	PRAMEF33	Gene Expression
312	PRAMEF4	PRAMEF4	Gene Expression
326	PRAMEF5	PRAMEF5	Gene Expression
315	PRAMEF6	PRAMEF6	Gene Expression
314	PRAMEF7	PRAMEF7	Gene Expression
327	PRAMEF8	PRAMEF8	Gene Expression
323	PRAMEF9	PRAMEF9	Gene Expression
18895	PRAP1	PRAP1	Gene Expression
21265	PRB1	PRB1	Gene Expression
21266	PRB2	PRB2	Gene Expression
21263	PRB3	PRB3	Gene Expression
21264	PRB4	PRB4	Gene Expression
26281	PRC1	PRC1	Gene Expression
26282	PRC1-AS1	PRC1-AS1	Gene Expression
2213	PRCC	PRCC	Gene Expression
29844	PRCD	PRCD	Gene Expression
20372	PRCP	PRCP	Gene Expression
12380	PRDM1	PRDM1	Gene Expression
20921	PRDM10	PRDM10	Gene Expression
19558	PRDM11	PRDM11	Gene Expression
17319	PRDM12	PRDM12	Gene Expression
12356	PRDM13	PRDM13	Gene Expression
15468	PRDM14	PRDM14	Gene Expression
34238	PRDM15	PRDM15	Gene Expression
128	PRDM16	PRDM16	Gene Expression
127	PRDM16-DT	PRDM16-DT	Gene Expression
339	PRDM2	PRDM2	Gene Expression
22445	PRDM4	PRDM4	Gene Expression
8838	PRDM5	PRDM5	Gene Expression
10379	PRDM6	PRDM6	Gene Expression
28076	PRDM7	PRDM7	Gene Expression
8547	PRDM8	PRDM8	Gene Expression
9607	PRDM9	PRDM9	Gene Expression
993	PRDX1	PRDX1	Gene Expression
31376	PRDX2	PRDX2	Gene Expression
18732	PRDX3	PRDX3	Gene Expression
35462	PRDX4	PRDX4	Gene Expression
19947	PRDX5	PRDX5	Gene Expression
2490	PRDX6	PRDX6	Gene Expression
3731	PREB	PREB	Gene Expression
11080	PRELID1	PRELID1	Gene Expression
10730	PRELID2	PRELID2	Gene Expression
30253	PRELID3A	PRELID3A	Gene Expression
33709	PRELID3B	PRELID3B	Gene Expression
2785	PRELP	PRELP	Gene Expression
12375	PREP	PREP	Gene Expression
3924	PREPL	PREPL	Gene Expression
33574	PREX1	PREX1	Gene Expression
15456	PREX2	PREX2	Gene Expression
18149	PRF1	PRF1	Gene Expression
19710	PRG2	PRG2	Gene Expression
19709	PRG3	PRG3	Gene Expression
2634	PRG4	PRG4	Gene Expression
21246	PRH1	PRH1	Gene Expression
21250	PRH2	PRH2	Gene Expression
21547	PRICKLE1	PRICKLE1	Gene Expression
6667	PRICKLE2	PRICKLE2	Gene Expression
6668	PRICKLE2-AS1	PRICKLE2-AS1	Gene Expression
6669	PRICKLE2-AS2	PRICKLE2-AS2	Gene Expression
6670	PRICKLE2-AS3	PRICKLE2-AS3	Gene Expression
6671	PRICKLE2-DT	PRICKLE2-DT	Gene Expression
35656	PRICKLE3	PRICKLE3	Gene Expression
11932	PRICKLE4	PRICKLE4	Gene Expression
21937	PRIM1	PRIM1	Gene Expression
12130	PRIM2	PRIM2	Gene Expression
24749	PRIMA1	PRIMA1	Gene Expression
9309	PRIMPOL	PRIMPOL	Gene Expression
9740	PRKAA1	PRKAA1	Gene Expression
1168	PRKAA2	PRKAA2	Gene Expression
22628	PRKAB1	PRKAB1	Gene Expression
1865	PRKAB2	PRKAB2	Gene Expression
31429	PRKACA	PRKACA	Gene Expression
1381	PRKACB	PRKACB	Gene Expression
16659	PRKACG	PRKACG	Gene Expression
21651	PRKAG1	PRKAG1	Gene Expression
14620	PRKAG2	PRKAG2	Gene Expression
14622	PRKAG2-AS1	PRKAG2-AS1	Gene Expression
5615	PRKAG3	PRKAG3	Gene Expression
29689	PRKAR1A	PRKAR1A	Gene Expression
13035	PRKAR1B	PRKAR1B	Gene Expression
6432	PRKAR2A	PRKAR2A	Gene Expression
6433	PRKAR2A-AS1	PRKAR2A-AS1	Gene Expression
14082	PRKAR2B	PRKAR2B	Gene Expression
29655	PRKCA	PRKCA	Gene Expression
29656	PRKCA-AS1	PRKCA-AS1	Gene Expression
27014	PRKCB	PRKCB	Gene Expression
6572	PRKCD	PRKCD	Gene Expression
3937	PRKCE	PRKCE	Gene Expression
32644	PRKCG	PRKCG	Gene Expression
24358	PRKCH	PRKCH	Gene Expression
7507	PRKCI	PRKCI	Gene Expression
17615	PRKCQ	PRKCQ	Gene Expression
17616	PRKCQ-AS1	PRKCQ-AS1	Gene Expression
31319	PRKCSH	PRKCSH	Gene Expression
95	PRKCZ	PRKCZ	Gene Expression
97	PRKCZ-AS1	PRKCZ-AS1	Gene Expression
24054	PRKD1	PRKD1	Gene Expression
32320	PRKD2	PRKD2	Gene Expression
3847	PRKD3	PRKD3	Gene Expression
15273	PRKDC	PRKDC	Gene Expression
18027	PRKG1	PRKG1	Gene Expression
18032	PRKG1-AS1	PRKG1-AS1	Gene Expression
8551	PRKG2	PRKG2	Gene Expression
12890	PRKN	PRKN	Gene Expression
5235	PRKRA	PRKRA	Gene Expression
14026	PRKRIP1	PRKRIP1	Gene Expression
35336	PRKX	PRKX	Gene Expression
35337	PRKX-AS1	PRKX-AS1	Gene Expression
36471	PRKY	PRKY	Gene Expression
11427	PRL	PRL	Gene Expression
5846	PRLH	PRLH	Gene Expression
18724	PRLHR	PRLHR	Gene Expression
9683	PRLR	PRLR	Gene Expression
26799	PRM1	PRM1	Gene Expression
26798	PRM2	PRM2	Gene Expression
26797	PRM3	PRM3	Gene Expression
32458	PRMT1	PRMT1	Gene Expression
34399	PRMT2	PRMT2	Gene Expression
19374	PRMT3	PRMT3	Gene Expression
23935	PRMT5	PRMT5	Gene Expression
23934	PRMT5-AS1	PRMT5-AS1	Gene Expression
1580	PRMT6	PRMT6	Gene Expression
27647	PRMT7	PRMT7	Gene Expression
21044	PRMT8	PRMT8	Gene Expression
9032	PRMT9	PRMT9	Gene Expression
15961	PRNCR1	PRNCR1	Gene Expression
32982	PRND	PRND	Gene Expression
32981	PRNP	PRNP	Gene Expression
32983	PRNT	PRNT	Gene Expression
10573	PROB1	PROB1	Gene Expression
4836	PROC	PROC	Gene Expression
28706	PROCA1	PROCA1	Gene Expression
33340	PROCR	PROCR	Gene Expression
34469	PRODH	PRODH	Gene Expression
31902	PRODH2	PRODH2	Gene Expression
1655	PROK1	PROK1	Gene Expression
6714	PROK2	PROK2	Gene Expression
4138	PROKR1	PROKR1	Gene Expression
32994	PROKR2	PROKR2	Gene Expression
8074	PROM1	PROM1	Gene Expression
4475	PROM2	PROM2	Gene Expression
11107	PROP1	PROP1	Gene Expression
24101	PRORP	PRORP	Gene Expression
36524	PRORY	PRORY	Gene Expression
6782	PROS1	PROS1	Gene Expression
23119	PROSER1	PROSER1	Gene Expression
17660	PROSER2	PROSER2	Gene Expression
17661	PROSER2-AS1	PROSER2-AS1	Gene Expression
31899	PROSER3	PROSER3	Gene Expression
2965	PROX1	PROX1	Gene Expression
2963	PROX1-AS1	PROX1-AS1	Gene Expression
24545	PROX2	PROX2	Gene Expression
23655	PROZ	PROZ	Gene Expression
17681	PRPF18	PRPF18	Gene Expression
19807	PRPF19	PRPF19	Gene Expression
1933	PRPF3	PRPF3	Gene Expression
32653	PRPF31	PRPF31	Gene Expression
1092	PRPF38A	PRPF38A	Gene Expression
1594	PRPF38B	PRPF38B	Gene Expression
24176	PRPF39	PRPF39	Gene Expression
17050	PRPF4	PRPF4	Gene Expression
5015	PRPF40A	PRPF40A	Gene Expression
21672	PRPF40B	PRPF40B	Gene Expression
11254	PRPF4B	PRPF4B	Gene Expression
33832	PRPF6	PRPF6	Gene Expression
28124	PRPF8	PRPF8	Gene Expression
21664	PRPH	PRPH	Gene Expression
11951	PRPH2	PRPH2	Gene Expression
36026	PRPS1	PRPS1	Gene Expression
13213	PRPS1L1	PRPS1L1	Gene Expression
35375	PRPS2	PRPS2	Gene Expression
29838	PRPSAP1	PRPSAP1	Gene Expression
28573	PRPSAP2	PRPSAP2	Gene Expression
29543	PRR11	PRR11	Gene Expression
32452	PRR12	PRR12	Gene Expression
21797	PRR13	PRR13	Gene Expression
27170	PRR14	PRR14	Gene Expression
34877	PRR14L	PRR14L	Gene Expression
13340	PRR15	PRR15	Gene Expression
29332	PRR15L	PRR15L	Gene Expression
10357	PRR16	PRR16	Gene Expression
12923	PRR18	PRR18	Gene Expression
32151	PRR19	PRR19	Gene Expression
23291	PRR20A	PRR20A	Gene Expression
23293	PRR20B	PRR20B	Gene Expression
23292	PRR20C	PRR20C	Gene Expression
23294	PRR20D	PRR20D	Gene Expression
23295	PRR20E	PRR20E	Gene Expression
7086	PRR20G	PRR20G	Gene Expression
31100	PRR22	PRR22	Gene Expression
7222	PRR23A	PRR23A	Gene Expression
7224	PRR23B	PRR23B	Gene Expression
7225	PRR23C	PRR23C	Gene Expression
14786	PRR23D1	PRR23D1	Gene Expression
14798	PRR23D2	PRR23D2	Gene Expression
17522	PRR26	PRR26	Gene Expression
8434	PRR27	PRR27	Gene Expression
29632	PRR29	PRR29	Gene Expression
29631	PRR29-AS1	PRR29-AS1	Gene Expression
11633	PRR3	PRR3	Gene Expression
3732	PRR30	PRR30	Gene Expression
36149	PRR32	PRR32	Gene Expression
19013	PRR33	PRR33	Gene Expression
35196	PRR34	PRR34	Gene Expression
35198	PRR34-AS1	PRR34-AS1	Gene Expression
26461	PRR35	PRR35	Gene Expression
31178	PRR36	PRR36	Gene Expression
21248	PRR4	PRR4	Gene Expression
35172	PRR5	PRR5	Gene Expression
19506	PRR5L	PRR5L	Gene Expression
11088	PRR7	PRR7	Gene Expression
11087	PRR7-AS1	PRR7-AS1	Gene Expression
2056	PRR9	PRR9	Gene Expression
10412	PRRC1	PRRC1	Gene Expression
11694	PRRC2A	PRRC2A	Gene Expression
17333	PRRC2B	PRRC2B	Gene Expression
2471	PRRC2C	PRRC2C	Gene Expression
35520	PRRG1	PRRG1	Gene Expression
32451	PRRG2	PRRG2	Gene Expression
36330	PRRG3	PRRG3	Gene Expression
19457	PRRG4	PRRG4	Gene Expression
11742	PRRT1	PRRT1	Gene Expression
17338	PRRT1B	PRRT1B	Gene Expression
27114	PRRT2	PRRT2	Gene Expression
6035	PRRT3	PRRT3	Gene Expression
6036	PRRT3-AS1	PRRT3-AS1	Gene Expression
14235	PRRT4	PRRT4	Gene Expression
2462	PRRX1	PRRX1	Gene Expression
17303	PRRX2	PRRX2	Gene Expression
17304	PRRX2-AS1	PRRX2-AS1	Gene Expression
14465	PRSS1	PRSS1	Gene Expression
8819	PRSS12	PRSS12	Gene Expression
11524	PRSS16	PRSS16	Gene Expression
14466	PRSS2	PRSS2	Gene Expression
26628	PRSS21	PRSS21	Gene Expression
26630	PRSS22	PRSS22	Gene Expression
20406	PRSS23	PRSS23	Gene Expression
26621	PRSS27	PRSS27	Gene Expression
16455	PRSS3	PRSS3	Gene Expression
26626	PRSS33	PRSS33	Gene Expression
12260	PRSS35	PRSS35	Gene Expression
27205	PRSS36	PRSS36	Gene Expression
14395	PRSS37	PRSS37	Gene Expression
3110	PRSS38	PRSS38	Gene Expression
26627	PRSS41	PRSS41	Gene Expression
6390	PRSS45P	PRSS45P	Gene Expression
9054	PRSS48	PRSS48	Gene Expression
14842	PRSS51	PRSS51	Gene Expression
27197	PRSS53	PRSS53	Gene Expression
27509	PRSS54	PRSS54	Gene Expression
14844	PRSS55	PRSS55	Gene Expression
5779	PRSS56	PRSS56	Gene Expression
30883	PRSS57	PRSS57	Gene Expression
14401	PRSS58	PRSS58	Gene Expression
27204	PRSS8	PRSS8	Gene Expression
17783	PRTFDC1	PRTFDC1	Gene Expression
25694	PRTG	PRTG	Gene Expression
30891	PRTN3	PRTN3	Gene Expression
1955	PRUNE1	PRUNE1	Gene Expression
16710	PRUNE2	PRUNE2	Gene Expression
32078	PRX	PRX	Gene Expression
18293	PRXL2A	PRXL2A	Gene Expression
116	PRXL2B	PRXL2B	Gene Expression
16895	PRXL2C	PRXL2C	Gene Expression
36540	PRY	PRY	Gene Expression
36532	PRY2	PRY2	Gene Expression
36546	PRYP3	PRYP3	Gene Expression
18164	PSAP	PSAP	Gene Expression
7981	PSAPL1	PSAPL1	Gene Expression
16720	PSAT1	PSAT1	Gene Expression
16074	PSCA	PSCA	Gene Expression
18571	PSD	PSD	Gene Expression
10588	PSD2	PSD2	Gene Expression
10585	PSD2-AS1	PSD2-AS1	Gene Expression
14940	PSD3	PSD3	Gene Expression
4734	PSD4	PSD4	Gene Expression
24497	PSEN1	PSEN1	Gene Expression
3096	PSEN2	PSEN2	Gene Expression
31894	PSENEN	PSENEN	Gene Expression
32164	PSG1	PSG1	Gene Expression
32168	PSG11	PSG11	Gene Expression
32169	PSG2	PSG2	Gene Expression
32161	PSG3	PSG3	Gene Expression
32172	PSG4	PSG4	Gene Expression
32171	PSG5	PSG5	Gene Expression
32165	PSG6	PSG6	Gene Expression
32166	PSG7	PSG7	Gene Expression
32162	PSG8	PSG8	Gene Expression
32163	PSG8-AS1	PSG8-AS1	Gene Expression
32173	PSG9	PSG9	Gene Expression
16316	PSIP1	PSIP1	Gene Expression
27626	PSKH1	PSKH1	Gene Expression
15606	PSKH2	PSKH2	Gene Expression
19299	PSMA1	PSMA1	Gene Expression
13481	PSMA2	PSMA2	Gene Expression
24323	PSMA3	PSMA3	Gene Expression
24325	PSMA3-AS1	PSMA3-AS1	Gene Expression
26080	PSMA4	PSMA4	Gene Expression
1614	PSMA5	PSMA5	Gene Expression
24102	PSMA6	PSMA6	Gene Expression
33739	PSMA7	PSMA7	Gene Expression
30361	PSMA8	PSMA8	Gene Expression
13009	PSMB1	PSMB1	Gene Expression
27628	PSMB10	PSMB10	Gene Expression
23942	PSMB11	PSMB11	Gene Expression
782	PSMB2	PSMB2	Gene Expression
28980	PSMB3	PSMB3	Gene Expression
1978	PSMB4	PSMB4	Gene Expression
23941	PSMB5	PSMB5	Gene Expression
28226	PSMB6	PSMB6	Gene Expression
17168	PSMB7	PSMB7	Gene Expression
11767	PSMB8	PSMB8	Gene Expression
11768	PSMB8-AS1	PSMB8-AS1	Gene Expression
11769	PSMB9	PSMB9	Gene Expression
24697	PSMC1	PSMC1	Gene Expression
14051	PSMC2	PSMC2	Gene Expression
19619	PSMC3	PSMC3	Gene Expression
29155	PSMC3IP	PSMC3IP	Gene Expression
32065	PSMC4	PSMC4	Gene Expression
29621	PSMC5	PSMC5	Gene Expression
24256	PSMC6	PSMC6	Gene Expression
5754	PSMD1	PSMD1	Gene Expression
36033	PSMD10	PSMD10	Gene Expression
28821	PSMD11	PSMD11	Gene Expression
29667	PSMD12	PSMD12	Gene Expression
18919	PSMD13	PSMD13	Gene Expression
5072	PSMD14	PSMD14	Gene Expression
7638	PSMD2	PSMD2	Gene Expression
29021	PSMD3	PSMD3	Gene Expression
1969	PSMD4	PSMD4	Gene Expression
17108	PSMD5	PSMD5	Gene Expression
6662	PSMD6	PSMD6	Gene Expression
6663	PSMD6-AS1	PSMD6-AS1	Gene Expression
6660	PSMD6-AS2	PSMD6-AS2	Gene Expression
27759	PSMD7	PSMD7	Gene Expression
31996	PSMD8	PSMD8	Gene Expression
22693	PSMD9	PSMD9	Gene Expression
23986	PSME1	PSME1	Gene Expression
23989	PSME2	PSME2	Gene Expression
29174	PSME3	PSME3	Gene Expression
3999	PSME4	PSME4	Gene Expression
32906	PSMF1	PSMF1	Gene Expression
34200	PSMG1	PSMG1	Gene Expression
30257	PSMG2	PSMG2	Gene Expression
13063	PSMG3	PSMG3	Gene Expression
13064	PSMG3-AS1	PSMG3-AS1	Gene Expression
11242	PSMG4	PSMG4	Gene Expression
11663	PSORS1C1	PSORS1C1	Gene Expression
11665	PSORS1C2	PSORS1C2	Gene Expression
11669	PSORS1C3	PSORS1C3	Gene Expression
22920	PSPC1	PSPC1	Gene Expression
22919	PSPC1-AS2	PSPC1-AS2	Gene Expression
13609	PSPH	PSPH	Gene Expression
31124	PSPN	PSPN	Gene Expression
1611	PSRC1	PSRC1	Gene Expression
18774	PSTK	PSTK	Gene Expression
26049	PSTPIP1	PSTPIP1	Gene Expression
30503	PSTPIP2	PSTPIP2	Gene Expression
647	PTAFR	PTAFR	Gene Expression
16668	PTAR1	PTAR1	Gene Expression
30888	PTBP1	PTBP1	Gene Expression
1518	PTBP2	PTBP2	Gene Expression
17033	PTBP3	PTBP3	Gene Expression
13924	PTCD1	PTCD1	Gene Expression
9982	PTCD2	PTCD2	Gene Expression
4343	PTCD3	PTCD3	Gene Expression
16873	PTCH1	PTCH1	Gene Expression
981	PTCH2	PTCH2	Gene Expression
35461	PTCHD1	PTCHD1	Gene Expression
35456	PTCHD1-AS	PTCHD1-AS	Gene Expression
12051	PTCHD4	PTCHD4	Gene Expression
11957	PTCRA	PTCRA	Gene Expression
16914	PTCSC2	PTCSC2	Gene Expression
24115	PTCSC3	PTCSC3	Gene Expression
15705	PTDSS1	PTDSS1	Gene Expression
18938	PTDSS2	PTDSS2	Gene Expression
18356	PTEN	PTEN	Gene Expression
16448	PTENP1-AS	PTENP1-AS	Gene Expression
17709	PTER	PTER	Gene Expression
17773	PTF1A	PTF1A	Gene Expression
24250	PTGDR	PTGDR	Gene Expression
19805	PTGDR2	PTGDR2	Gene Expression
17463	PTGDS	PTGDS	Gene Expression
31444	PTGER1	PTGER1	Gene Expression
24251	PTGER2	PTGER2	Gene Expression
1293	PTGER3	PTGER3	Gene Expression
9739	PTGER4	PTGER4	Gene Expression
17305	PTGES	PTGES	Gene Expression
17236	PTGES2	PTGES2	Gene Expression
21935	PTGES3	PTGES3	Gene Expression
29180	PTGES3L	PTGES3L	Gene Expression
1353	PTGFR	PTGFR	Gene Expression
1764	PTGFRN	PTGFRN	Gene Expression
32316	PTGIR	PTGIR	Gene Expression
33585	PTGIS	PTGIS	Gene Expression
17025	PTGR1	PTGR1	Gene Expression
24519	PTGR2	PTGR2	Gene Expression
17129	PTGS1	PTGS1	Gene Expression
2641	PTGS2	PTGS2	Gene Expression
19288	PTH	PTH	Gene Expression
6392	PTH1R	PTH1R	Gene Expression
32440	PTH2	PTH2	Gene Expression
5506	PTH2R	PTH2R	Gene Expression
21448	PTHLH	PTHLH	Gene Expression
16046	PTK2	PTK2	Gene Expression
15063	PTK2B	PTK2B	Gene Expression
33806	PTK6	PTK6	Gene Expression
11972	PTK7	PTK7	Gene Expression
5766	PTMA	PTMA	Gene Expression
21116	PTMS	PTMS	Gene Expression
14342	PTN	PTN	Gene Expression
32468	PTOV1	PTOV1	Gene Expression
32467	PTOV1-AS1	PTOV1-AS1	Gene Expression
32470	PTOV1-AS2	PTOV1-AS2	Gene Expression
12144	PTP4A1	PTP4A1	Gene Expression
709	PTP4A2	PTP4A2	Gene Expression
16059	PTP4A3	PTP4A3	Gene Expression
17282	PTPA	PTPA	Gene Expression
16852	PTPDC1	PTPDC1	Gene Expression
19624	PTPMT1	PTPMT1	Gene Expression
33602	PTPN1	PTPN1	Gene Expression
22526	PTPN11	PTPN11	Gene Expression
13775	PTPN12	PTPN12	Gene Expression
8589	PTPN13	PTPN13	Gene Expression
2971	PTPN14	PTPN14	Gene Expression
4867	PTPN18	PTPN18	Gene Expression
30262	PTPN2	PTPN2	Gene Expression
17969	PTPN20	PTPN20	Gene Expression
24677	PTPN21	PTPN21	Gene Expression
1718	PTPN22	PTPN22	Gene Expression
6400	PTPN23	PTPN23	Gene Expression
17011	PTPN3	PTPN3	Gene Expression
4788	PTPN4	PTPN4	Gene Expression
19354	PTPN5	PTPN5	Gene Expression
21132	PTPN6	PTPN6	Gene Expression
2758	PTPN7	PTPN7	Gene Expression
26022	PTPN9	PTPN9	Gene Expression
32945	PTPRA	PTPRA	Gene Expression
22116	PTPRB	PTPRB	Gene Expression
2706	PTPRC	PTPRC	Gene Expression
20106	PTPRCAP	PTPRCAP	Gene Expression
16282	PTPRD	PTPRD	Gene Expression
16284	PTPRD-AS1	PTPRD-AS1	Gene Expression
16287	PTPRD-AS2	PTPRD-AS2	Gene Expression
18830	PTPRE	PTPRE	Gene Expression
951	PTPRF	PTPRF	Gene Expression
6645	PTPRG	PTPRG	Gene Expression
6646	PTPRG-AS1	PTPRG-AS1	Gene Expression
32708	PTPRH	PTPRH	Gene Expression
19633	PTPRJ	PTPRJ	Gene Expression
19634	PTPRJ-AS1	PTPRJ-AS1	Gene Expression
12560	PTPRK	PTPRK	Gene Expression
30173	PTPRM	PTPRM	Gene Expression
5643	PTPRN	PTPRN	Gene Expression
14686	PTPRN2	PTPRN2	Gene Expression
21326	PTPRO	PTPRO	Gene Expression
22197	PTPRQ	PTPRQ	Gene Expression
22118	PTPRR	PTPRR	Gene Expression
31088	PTPRS	PTPRS	Gene Expression
33445	PTPRT	PTPRT	Gene Expression
673	PTPRU	PTPRU	Gene Expression
14181	PTPRZ1	PTPRZ1	Gene Expression
17214	PTRH1	PTRH1	Gene Expression
29553	PTRH2	PTRH2	Gene Expression
3685	PTRHD1	PTRHD1	Gene Expression
20616	PTS	PTS	Gene Expression
10916	PTTG1	PTTG1	Gene Expression
34340	PTTG1IP	PTTG1IP	Gene Expression
8187	PTTG2	PTTG2	Gene Expression
7419	PTX3	PTX3	Gene Expression
26533	PTX4	PTX4	Gene Expression
35344	PUDP	PUDP	Gene Expression
16131	PUF60	PUF60	Gene Expression
689	PUM1	PUM1	Gene Expression
3638	PUM2	PUM2	Gene Expression
16227	PUM3	PUM3	Gene Expression
10592	PURA	PURA	Gene Expression
13518	PURB	PURB	Gene Expression
15124	PURG	PURG	Gene Expression
9629	PURPL	PURPL	Gene Expression
22862	PUS1	PUS1	Gene Expression
4049	PUS10	PUS10	Gene Expression
20873	PUS3	PUS3	Gene Expression
14066	PUS7	PUS7	Gene Expression
21557	PUS7L	PUS7L	Gene Expression
53	PUSL1	PUSL1	Gene Expression
34958	PVALB	PVALB	Gene Expression
29960	PVALEF	PVALEF	Gene Expression
32230	PVR	PVR	Gene Expression
13963	PVRIG	PVRIG	Gene Expression
15970	PVT1	PVT1	Gene Expression
22444	PWP1	PWP1	Gene Expression
34292	PWP2	PWP2	Gene Expression
25229	PWRN1	PWRN1	Gene Expression
25230	PWRN2	PWRN2	Gene Expression
25228	PWRN4	PWRN4	Gene Expression
